"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"31.12.2014","5,73","5,63","5,73","5,63","10,08M","1,78%"
"30.12.2014","5,63","5,63","5,71","5,53","26,94M","-0,35%"
"29.12.2014","5,65","5,69","5,71","5,63","13,22M","-1,05%"
"26.12.2014","5,71","5,71","5,74","5,69","3,01M","0,00%"
"25.12.2014","5,71","5,71","5,74","5,70","2,98M","0,00%"
"24.12.2014","5,71","5,74","5,76","5,69","9,63M","-0,35%"
"23.12.2014","5,73","5,80","5,85","5,67","20,35M","-1,55%"
"22.12.2014","5,82","5,59","5,82","5,59","19,88M","3,74%"
"19.12.2014","5,61","5,65","5,66","5,50","21,70M","0,00%"
"18.12.2014","5,61","5,43","5,61","5,43","27,01M","5,06%"
"17.12.2014","5,34","5,18","5,39","5,16","27,59M","3,49%"
"16.12.2014","5,16","5,42","5,51","5,16","29,93M","-5,67%"
"15.12.2014","5,47","5,44","5,50","5,43","13,23M","0,00%"
"12.12.2014","5,47","5,67","5,68","5,42","32,15M","-3,53%"
"11.12.2014","5,67","5,69","5,81","5,63","25,57M","0,00%"
"10.12.2014","5,67","5,67","5,75","5,64","27,07M","0,71%"
"09.12.2014","5,63","5,76","5,81","5,63","25,05M","-2,26%"
"08.12.2014","5,76","5,82","5,82","5,68","23,14M","-0,17%"
"05.12.2014","5,77","5,86","5,93","5,73","25,01M","-1,03%"
"04.12.2014","5,83","5,71","5,85","5,71","15,56M","2,46%"
"03.12.2014","5,69","5,71","5,79","5,65","25,52M","-0,18%"
"02.12.2014","5,70","5,95","5,96","5,69","26,51M","-4,20%"
"01.12.2014","5,95","5,92","6,02","5,83","20,56M","0,17%"
"28.11.2014","5,94","5,71","6,02","5,70","37,05M","4,21%"
"27.11.2014","5,70","5,65","5,70","5,63","14,09M","0,88%"
"26.11.2014","5,65","5,53","5,65","5,53","17,10M","1,44%"
"25.11.2014","5,57","5,59","5,59","5,50","17,86M","-0,18%"
"24.11.2014","5,58","5,58","5,60","5,50","14,71M","-0,53%"
"21.11.2014","5,61","5,49","5,63","5,49","18,96M","2,75%"
"20.11.2014","5,46","5,37","5,47","5,34","24,20M","1,87%"
"19.11.2014","5,36","5,42","5,46","5,34","29,37M","-0,74%"
"18.11.2014","5,40","5,34","5,42","5,33","17,89M","1,50%"
"17.11.2014","5,32","5,41","5,46","5,31","17,58M","-1,48%"
"14.11.2014","5,40","5,33","5,44","5,32","21,48M","1,12%"
"13.11.2014","5,34","5,30","5,40","5,26","31,07M","0,38%"
"12.11.2014","5,32","5,09","5,32","5,09","28,72M","4,93%"
"11.11.2014","5,07","5,03","5,09","4,99","15,24M","1,00%"
"10.11.2014","5,02","5,04","5,09","4,99","11,56M","0,00%"
"07.11.2014","5,02","4,97","5,07","4,93","19,10M","1,01%"
"06.11.2014","4,97","5,12","5,16","4,95","24,03M","-2,93%"
"05.11.2014","5,12","5,21","5,28","5,12","19,91M","-1,73%"
"04.11.2014","5,21","5,20","5,25","5,14","19,50M","0,58%"
"03.11.2014","5,18","5,29","5,30","5,18","22,31M","-2,45%"
"31.10.2014","5,31","5,29","5,34","5,28","26,22M","1,92%"
"30.10.2014","5,21","5,28","5,28","5,15","32,75M","-1,33%"
"28.10.2014","5,28","5,26","5,29","5,23","8,20M","0,76%"
"27.10.2014","5,24","5,29","5,30","5,17","21,03M","-0,38%"
"24.10.2014","5,26","5,32","5,34","5,23","36,25M","-1,87%"
"23.10.2014","5,36","5,19","5,36","5,14","26,44M","3,08%"
"22.10.2014","5,20","5,22","5,24","5,16","19,97M","0,39%"
"21.10.2014","5,18","4,98","5,20","4,98","26,48M","1,77%"
"20.10.2014","5,09","5,10","5,14","5,07","23,80M","0,79%"
"17.10.2014","5,05","4,96","5,07","4,95","24,33M","2,43%"
"16.10.2014","4,93","4,96","5,01","4,81","34,10M","0,20%"
"15.10.2014","4,92","4,94","5,03","4,91","36,69M","-0,20%"
"14.10.2014","4,93","5,01","5,05","4,88","37,81M","-1,99%"
"13.10.2014","5,03","4,81","5,05","4,79","21,68M","5,01%"
"10.10.2014","4,79","4,87","4,87","4,78","21,46M","-2,64%"
"09.10.2014","4,92","4,79","4,93","4,78","32,12M","4,24%"
"08.10.2014","4,72","4,64","4,73","4,64","28,74M","-1,05%"
"03.10.2014","4,77","4,77","4,77","4,71","4,69M","0,42%"
"02.10.2014","4,75","4,78","4,85","4,74","28,95M","-0,21%"
"01.10.2014","4,76","4,90","4,93","4,76","26,89M","-3,05%"
"30.09.2014","4,91","4,95","4,97","4,88","20,54M","0,00%"
"29.09.2014","4,91","4,87","4,92","4,84","22,18M","0,82%"
"26.09.2014","4,87","4,92","4,96","4,83","34,63M","-0,81%"
"25.09.2014","4,91","4,99","5,02","4,89","22,31M","-1,60%"
"24.09.2014","4,99","5,12","5,14","4,99","23,29M","-1,77%"
"23.09.2014","5,08","5,09","5,18","5,08","26,07M","0,59%"
"22.09.2014","5,05","5,05","5,11","5,01","23,32M","0,20%"
"19.09.2014","5,04","5,06","5,13","5,04","24,51M","0,00%"
"18.09.2014","5,04","5,16","5,16","5,04","25,75M","-2,89%"
"17.09.2014","5,19","5,22","5,26","5,16","20,61M","-0,19%"
"16.09.2014","5,20","5,06","5,21","5,02","26,91M","2,36%"
"15.09.2014","5,08","5,08","5,16","5,07","19,55M","-0,59%"
"12.09.2014","5,11","5,20","5,24","5,08","20,28M","-1,73%"
"11.09.2014","5,20","5,29","5,33","5,17","25,99M","-1,14%"
"10.09.2014","5,26","5,36","5,38","5,22","35,45M","-1,87%"
"09.09.2014","5,36","5,57","5,62","5,34","30,92M","-4,11%"
"08.09.2014","5,59","5,57","5,63","5,55","17,03M","0,72%"
"05.09.2014","5,55","5,57","5,60","5,53","16,71M","-0,72%"
"04.09.2014","5,59","5,47","5,59","5,46","33,63M","2,01%"
"03.09.2014","5,48","5,47","5,53","5,45","26,43M","0,74%"
"02.09.2014","5,44","5,46","5,50","5,42","22,05M","-0,37%"
"01.09.2014","5,46","5,44","5,47","5,41","13,51M","0,18%"
"29.08.2014","5,45","5,55","5,59","5,43","23,47M","-1,45%"
"28.08.2014","5,53","5,55","5,55","5,49","15,39M","-0,18%"
"27.08.2014","5,54","5,57","5,59","5,49","17,00M","-0,18%"
"26.08.2014","5,55","5,36","5,55","5,34","24,57M","3,93%"
"25.08.2014","5,34","5,34","5,37","5,32","10,23M","0,19%"
"22.08.2014","5,33","5,36","5,38","5,28","13,31M","-0,19%"
"21.08.2014","5,34","5,29","5,36","5,28","19,96M","0,38%"
"20.08.2014","5,32","5,38","5,39","5,26","22,40M","-1,12%"
"19.08.2014","5,38","5,17","5,41","5,17","29,95M","4,67%"
"18.08.2014","5,14","5,11","5,14","5,06","20,46M","1,38%"
"15.08.2014","5,07","5,22","5,23","5,07","27,69M","-2,50%"
"14.08.2014","5,20","5,20","5,25","5,14","37,47M","0,00%"
"13.08.2014","5,20","5,29","5,30","5,14","33,82M","-1,14%"
"12.08.2014","5,26","5,15","5,26","5,14","28,98M","2,14%"
"11.08.2014","5,15","5,48","5,51","5,15","35,43M","-4,81%"
"08.08.2014","5,41","5,30","5,44","5,25","28,12M","1,12%"
"07.08.2014","5,35","5,36","5,44","5,33","17,39M","0,00%"
"06.08.2014","5,35","5,36","5,45","5,29","31,10M","-2,37%"
"05.08.2014","5,48","5,66","5,69","5,48","28,89M","-2,84%"
"04.08.2014","5,64","5,73","5,75","5,64","18,62M","-0,88%"
"01.08.2014","5,69","5,64","5,75","5,55","14,78M","0,89%"
"31.07.2014","5,64","5,72","5,75","5,62","22,98M","-2,25%"
"25.07.2014","5,77","5,67","5,82","5,63","15,48M","1,94%"
"24.07.2014","5,66","5,53","5,67","5,53","35,17M","2,35%"
"23.07.2014","5,53","5,49","5,53","5,47","14,17M","0,91%"
"22.07.2014","5,48","5,49","5,53","5,44","23,33M","0,74%"
"21.07.2014","5,44","5,50","5,53","5,44","17,83M","-0,73%"
"18.07.2014","5,48","5,32","5,48","5,32","14,96M","1,86%"
"17.07.2014","5,38","5,49","5,50","5,38","19,81M","-2,00%"
"16.07.2014","5,49","5,46","5,50","5,44","21,16M","0,37%"
"15.07.2014","5,47","5,40","5,48","5,40","21,27M","0,92%"
"14.07.2014","5,42","5,27","5,42","5,24","22,73M","3,44%"
"11.07.2014","5,24","5,17","5,24","5,16","12,60M","1,75%"
"10.07.2014","5,15","5,32","5,32","5,15","23,58M","-2,65%"
"09.07.2014","5,29","5,29","5,32","5,26","10,20M","0,57%"
"08.07.2014","5,26","5,19","5,32","5,18","20,78M","1,54%"
"07.07.2014","5,18","4,99","5,18","4,98","17,85M","3,39%"
"04.07.2014","5,01","5,05","5,05","5,00","7,33M","-0,79%"
"03.07.2014","5,05","5,01","5,05","4,93","28,99M","0,60%"
"02.07.2014","5,02","5,01","5,03","4,95","21,84M","0,20%"
"01.07.2014","5,01","5,16","5,21","5,00","21,86M","-2,72%"
