"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"04.04.2025","1,59","1,60","1,61","1,58","57,37M","-0,62%"
"03.04.2025","1,60","1,62","1,63","1,58","169,97M","-0,62%"
"02.04.2025","1,61","1,58","1,67","1,58","374,05M","1,90%"
"28.03.2025","1,58","1,61","1,71","1,58","751,29M","0,00%"
"27.03.2025","1,58","1,45","1,58","1,45","405,18M","9,72%"
"26.03.2025","1,44","1,43","1,45","1,41","127,13M","0,00%"
"25.03.2025","1,44","1,40","1,45","1,39","148,03M","4,35%"
"24.03.2025","1,38","1,39","1,42","1,33","152,24M","0,73%"
"21.03.2025","1,37","1,43","1,44","1,31","176,34M","-4,86%"
"20.03.2025","1,44","1,44","1,49","1,41","197,78M","0,00%"
"19.03.2025","1,44","1,50","1,54","1,44","216,80M","-9,43%"
"18.03.2025","1,59","1,63","1,66","1,58","296,42M","-2,45%"
"17.03.2025","1,63","1,52","1,67","1,51","810,76M","7,24%"
"14.03.2025","1,52","1,48","1,53","1,48","174,71M","2,70%"
"13.03.2025","1,48","1,44","1,49","1,44","107,57M","2,78%"
"12.03.2025","1,44","1,47","1,48","1,42","146,42M","-2,70%"
"11.03.2025","1,48","1,47","1,50","1,45","97,77M","0,68%"
"10.03.2025","1,47","1,48","1,49","1,46","102,08M","0,00%"
"07.03.2025","1,47","1,45","1,48","1,44","93,51M","1,38%"
"06.03.2025","1,45","1,39","1,46","1,39","156,56M","4,32%"
"05.03.2025","1,39","1,37","1,39","1,36","89,86M","2,21%"
"04.03.2025","1,36","1,41","1,41","1,36","118,75M","-2,86%"
"03.03.2025","1,40","1,40","1,42","1,39","55,38M","0,72%"
"28.02.2025","1,39","1,41","1,42","1,38","69,80M","-1,42%"
"27.02.2025","1,41","1,40","1,41","1,39","51,44M","1,44%"
"26.02.2025","1,39","1,39","1,41","1,38","87,19M","0,72%"
"25.02.2025","1,38","1,43","1,43","1,38","105,45M","-2,82%"
"24.02.2025","1,42","1,44","1,46","1,41","155,07M","0,00%"
"21.02.2025","1,42","1,46","1,46","1,41","100,59M","-2,74%"
"20.02.2025","1,46","1,44","1,46","1,43","93,08M","2,10%"
"19.02.2025","1,43","1,47","1,48","1,43","97,09M","-2,05%"
"18.02.2025","1,46","1,48","1,48","1,44","98,65M","-1,35%"
"17.02.2025","1,48","1,47","1,49","1,46","86,42M","1,37%"
"14.02.2025","1,46","1,48","1,48","1,45","71,72M","0,00%"
"13.02.2025","1,46","1,48","1,49","1,45","85,67M","-0,68%"
"12.02.2025","1,47","1,49","1,50","1,46","90,64M","-0,68%"
"11.02.2025","1,48","1,47","1,50","1,46","83,72M","0,68%"
"10.02.2025","1,47","1,50","1,51","1,46","95,04M","-1,34%"
"07.02.2025","1,49","1,48","1,50","1,46","110,09M","1,36%"
"06.02.2025","1,47","1,46","1,48","1,45","77,74M","1,38%"
"05.02.2025","1,45","1,48","1,49","1,43","192,76M","-2,03%"
"04.02.2025","1,48","1,49","1,50","1,48","60,87M","0,68%"
"03.02.2025","1,47","1,52","1,53","1,47","155,01M","-3,92%"
"31.01.2025","1,53","1,53","1,59","1,52","184,42M","0,00%"
"30.01.2025","1,53","1,55","1,57","1,53","70,39M","-1,29%"
"29.01.2025","1,55","1,60","1,60","1,55","79,41M","-2,52%"
"28.01.2025","1,59","1,58","1,61","1,57","133,21M","1,27%"
"27.01.2025","1,57","1,58","1,60","1,56","109,12M","-1,87%"
"24.01.2025","1,60","1,59","1,63","1,56","189,61M","0,63%"
"23.01.2025","1,59","1,63","1,64","1,58","162,13M","-1,85%"
"22.01.2025","1,62","1,64","1,64","1,61","77,83M","-0,61%"
"21.01.2025","1,63","1,64","1,66","1,62","133,91M","-1,21%"
"20.01.2025","1,65","1,66","1,69","1,64","131,38M","0,00%"
"17.01.2025","1,65","1,65","1,66","1,63","96,93M","0,61%"
"16.01.2025","1,64","1,64","1,66","1,62","135,78M","1,23%"
"15.01.2025","1,62","1,64","1,66","1,61","157,44M","-1,22%"
"14.01.2025","1,64","1,68","1,69","1,64","161,13M","-1,80%"
"13.01.2025","1,67","1,75","1,75","1,67","183,96M","-4,02%"
"10.01.2025","1,74","1,75","1,75","1,69","193,12M","0,00%"
"09.01.2025","1,74","1,75","1,76","1,72","120,01M","0,00%"
"08.01.2025","1,74","1,77","1,78","1,73","116,91M","-1,69%"
"07.01.2025","1,77","1,80","1,82","1,76","241,98M","-1,67%"
"06.01.2025","1,80","1,72","1,84","1,71","415,31M","5,88%"
"03.01.2025","1,70","1,67","1,71","1,67","190,63M","2,41%"
"02.01.2025","1,66","1,67","1,69","1,65","105,69M","0,00%"
"31.12.2024","1,66","1,68","1,68","1,65","99,57M","-0,60%"
"30.12.2024","1,67","1,72","1,73","1,67","148,45M","-2,34%"
"27.12.2024","1,71","1,70","1,75","1,69","230,74M","1,18%"
"26.12.2024","1,69","1,70","1,73","1,68","162,85M","-0,59%"
"25.12.2024","1,70","1,68","1,70","1,66","132,85M","1,80%"
"24.12.2024","1,67","1,70","1,71","1,66","85,96M","-1,18%"
"23.12.2024","1,69","1,75","1,76","1,69","132,39M","-3,43%"
"20.12.2024","1,75","1,77","1,81","1,73","205,46M","-0,57%"
"19.12.2024","1,76","1,71","1,78","1,70","223,20M","2,33%"
"18.12.2024","1,72","1,72","1,76","1,71","203,79M","0,00%"
"17.12.2024","1,72","1,70","1,78","1,68","388,49M","1,18%"
"16.12.2024","1,70","1,71","1,73","1,68","268,91M","0,59%"
"13.12.2024","1,69","1,65","1,70","1,64","149,00M","3,05%"
"12.12.2024","1,64","1,61","1,66","1,60","213,22M","2,50%"
"11.12.2024","1,60","1,67","1,68","1,60","194,35M","-3,61%"
"10.12.2024","1,66","1,71","1,72","1,66","130,13M","-2,92%"
"09.12.2024","1,71","1,68","1,75","1,67","254,61M","2,40%"
"06.12.2024","1,67","1,71","1,71","1,66","167,24M","-1,76%"
"05.12.2024","1,70","1,67","1,71","1,63","400,90M","2,41%"
"04.12.2024","1,66","1,58","1,72","1,56","546,53M","5,73%"
"03.12.2024","1,57","1,56","1,59","1,55","219,75M","0,64%"
"02.12.2024","1,56","1,51","1,56","1,50","179,64M","3,31%"
"29.11.2024","1,51","1,52","1,53","1,50","101,82M","0,00%"
"28.11.2024","1,51","1,53","1,54","1,50","108,62M","-1,31%"
"27.11.2024","1,53","1,55","1,56","1,52","101,46M","-1,29%"
"26.11.2024","1,55","1,56","1,57","1,53","86,69M","0,00%"
"25.11.2024","1,55","1,56","1,60","1,55","206,80M","0,00%"
"22.11.2024","1,55","1,54","1,57","1,53","145,26M","0,65%"
"21.11.2024","1,54","1,53","1,55","1,53","93,79M","0,65%"
"20.11.2024","1,53","1,57","1,59","1,51","95,34M","-2,55%"
"19.11.2024","1,57","1,56","1,61","1,55","151,25M","0,64%"
"18.11.2024","1,56","1,55","1,56","1,53","117,57M","0,65%"
"15.11.2024","1,55","1,53","1,56","1,52","77,17M","1,97%"
"14.11.2024","1,52","1,53","1,55","1,51","97,35M","-0,65%"
"13.11.2024","1,53","1,54","1,57","1,53","137,03M","-0,65%"
"12.11.2024","1,54","1,51","1,54","1,48","168,33M","1,99%"
"11.11.2024","1,51","1,50","1,53","1,48","96,42M","0,67%"
"08.11.2024","1,50","1,44","1,50","1,43","80,00M","4,17%"
"07.11.2024","1,44","1,45","1,46","1,42","70,72M","-0,69%"
"06.11.2024","1,45","1,42","1,47","1,41","101,94M","2,11%"
"05.11.2024","1,42","1,43","1,43","1,40","54,41M","0,00%"
"04.11.2024","1,42","1,45","1,48","1,41","80,53M","-2,74%"
"01.11.2024","1,46","1,47","1,47","1,44","42,74M","0,00%"
"31.10.2024","1,46","1,46","1,48","1,45","47,49M","0,00%"
"30.10.2024","1,46","1,45","1,48","1,45","56,66M","0,69%"
"28.10.2024","1,45","1,44","1,45","1,43","24,55M","0,69%"
"25.10.2024","1,44","1,42","1,44","1,41","59,37M","1,41%"
"24.10.2024","1,42","1,40","1,43","1,40","42,91M","2,16%"
"23.10.2024","1,39","1,43","1,44","1,39","56,04M","-2,80%"
"22.10.2024","1,43","1,42","1,45","1,40","76,07M","1,42%"
"21.10.2024","1,41","1,44","1,45","1,40","53,67M","-2,08%"
"18.10.2024","1,44","1,46","1,47","1,42","36,42M","-1,37%"
"17.10.2024","1,46","1,44","1,47","1,44","61,12M","0,69%"
"16.10.2024","1,45","1,43","1,46","1,42","37,72M","1,40%"
"15.10.2024","1,43","1,41","1,44","1,41","40,69M","1,42%"
"14.10.2024","1,41","1,47","1,48","1,40","82,75M","-3,42%"
"11.10.2024","1,46","1,48","1,49","1,46","41,81M","-0,68%"
"10.10.2024","1,47","1,49","1,51","1,47","42,39M","-1,34%"
"09.10.2024","1,49","1,50","1,50","1,46","40,43M","0,00%"
"08.10.2024","1,49","1,49","1,54","1,47","153,15M","0,00%"
"07.10.2024","1,49","1,51","1,52","1,49","35,06M","-0,67%"
"04.10.2024","1,50","1,48","1,51","1,46","73,38M","2,04%"
"03.10.2024","1,47","1,49","1,53","1,47","80,14M","-1,34%"
"02.10.2024","1,49","1,50","1,52","1,46","80,20M","-1,32%"
"01.10.2024","1,51","1,60","1,60","1,49","122,82M","-5,63%"
"30.09.2024","1,60","1,62","1,64","1,60","59,72M","-1,23%"
"27.09.2024","1,62","1,61","1,62","1,60","41,59M","1,25%"
"26.09.2024","1,60","1,63","1,64","1,60","78,51M","-1,84%"
"25.09.2024","1,63","1,67","1,69","1,63","66,31M","-1,81%"
"24.09.2024","1,66","1,68","1,68","1,65","79,19M","-0,60%"
"23.09.2024","1,67","1,67","1,68","1,65","80,58M","0,60%"
"20.09.2024","1,66","1,66","1,68","1,65","69,36M","0,00%"
"19.09.2024","1,66","1,64","1,66","1,63","82,76M","1,84%"
"18.09.2024","1,63","1,66","1,71","1,62","138,03M","-1,81%"
"17.09.2024","1,66","1,63","1,74","1,61","346,59M","2,47%"
"16.09.2024","1,62","1,64","1,66","1,61","87,65M","-1,22%"
"13.09.2024","1,64","1,60","1,65","1,60","93,61M","2,50%"
"12.09.2024","1,60","1,62","1,63","1,57","92,67M","0,00%"
"11.09.2024","1,60","1,64","1,66","1,59","104,49M","-2,44%"
"10.09.2024","1,64","1,69","1,70","1,64","75,99M","-2,38%"
"09.09.2024","1,68","1,71","1,77","1,68","157,12M","-1,18%"
"06.09.2024","1,70","1,75","1,80","1,70","179,34M","-2,86%"
"05.09.2024","1,75","1,66","1,77","1,65","230,81M","6,06%"
"04.09.2024","1,65","1,67","1,68","1,64","53,74M","-1,79%"
"03.09.2024","1,68","1,69","1,71","1,67","77,89M","-0,59%"
"02.09.2024","1,69","1,70","1,70","1,68","51,06M","0,60%"
"29.08.2024","1,68","1,64","1,70","1,64","133,28M","2,44%"
"28.08.2024","1,64","1,65","1,71","1,64","164,96M","-0,61%"
"27.08.2024","1,65","1,63","1,66","1,62","71,30M","1,23%"
"26.08.2024","1,63","1,70","1,70","1,62","97,54M","-3,55%"
"23.08.2024","1,69","1,71","1,71","1,68","76,35M","-1,17%"
"22.08.2024","1,71","1,70","1,72","1,69","82,92M","1,18%"
"21.08.2024","1,69","1,72","1,74","1,69","156,29M","-1,74%"
"20.08.2024","1,72","1,74","1,74","1,71","74,25M","-1,15%"
"19.08.2024","1,74","1,73","1,75","1,71","90,37M","1,16%"
"16.08.2024","1,72","1,73","1,73","1,70","74,15M","0,00%"
"15.08.2024","1,72","1,71","1,73","1,68","89,89M","1,78%"
"14.08.2024","1,69","1,73","1,73","1,69","71,62M","-1,17%"
"13.08.2024","1,71","1,71","1,74","1,68","119,35M","0,59%"
"12.08.2024","1,70","1,77","1,78","1,70","84,00M","-2,86%"
"09.08.2024","1,75","1,81","1,82","1,74","82,74M","-2,78%"
"08.08.2024","1,80","1,75","1,82","1,75","137,06M","2,86%"
